id,id_mal,title,year,season,episodes,average_score,mean_score,popularity,favourites,genres,source,studio
20704,24133,Anti-Magic Academy: The 35th Test Platoon,2015,FALL,12,64,64,70998,723,Action|Ecchi|Fantasy|Romance,LIGHT_NOVEL,SILVER LINK.
20712,24011,Lance N' Masques,2015,FALL,12,48,48,11529,67,Action|Fantasy,LIGHT_NOVEL,Studio Gokumi
20725,24415,Kuroko's Basketball 3,2015,WINTER,25,81,81,157467,3596,Comedy|Sports,MANGA,Production I.G
20727,24439,Blood Blockade Battlefront,2015,SPRING,12,74,74,222809,5672,Action|Comedy|Supernatural,MANGA,bones
20744,24629,Gourmet Girl Graffiti,2015,WINTER,12,66,66,23663,186,Slice of Life,MANGA,Shaft
20745,24703,High School DxD BorN,2015,SPRING,12,71,71,171462,3120,Action|Comedy|Ecchi|Fantasy|Romance,LIGHT_NOVEL,TNK
20746,25429,Isuca,2015,WINTER,10,54,55,31284,252,Action|Comedy|Ecchi|Romance|Supernatural,MANGA,ARMS
20754,24765,SCHOOL-LIVE!,2015,SUMMER,12,74,74,121644,3259,Horror|Mystery|Psychological|Slice of Life|Supernatural,MANGA,Lerche
20755,24833,Assassination Classroom,2015,WINTER,22,79,79,607143,21671,Action|Comedy|Drama|Supernatural,MANGA,Lerche
20758,24873,Unlimited Fafnir,2015,WINTER,12,57,58,34857,321,Action|Ecchi|Fantasy|Romance,LIGHT_NOVEL,diomedéa
20762,24893,Knights of Sidonia: Battle for Planet Nine,2015,SPRING,12,75,75,23439,294,Action|Fantasy|Mecha|Sci-Fi,MANGA,POLYGON PICTURES
20771,25099,Shomin Sample,2015,FALL,12,63,63,65504,670,Comedy|Ecchi|Romance,LIGHT_NOVEL,SILVER LINK.
20773,25183,GANGSTA.,2015,SUMMER,12,71,71,133057,2879,Action|Drama,MANGA,Manglobe
20774,25283,Sky Wizards Academy,2015,SUMMER,12,58,58,54590,509,Action|Ecchi|Fantasy,LIGHT_NOVEL,diomedéa
20785,25397,Absolute Duo,2015,WINTER,12,60,60,118107,1402,Action|Ecchi|Romance|Supernatural,LIGHT_NOVEL,8-bit
20792,28701,Fate/stay night: Unlimited Blade Works 2nd Season,2015,SPRING,13,82,82,199181,6450,Action|Drama|Fantasy|Supernatural,VISUAL_NOVEL,ufotable
20796,25649,Junjou Romantica 3,2015,SUMMER,12,71,71,19610,380,Drama|Romance,MANGA,Studio DEEN
20799,26055,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,2015,WINTER,24,82,83,280984,12059,Action|Adventure|Drama|Supernatural,MANGA,david production
20801,25681,Kamisama Kiss◎,2015,WINTER,12,82,82,89947,2832,Comedy|Fantasy|Romance|Supernatural,MANGA,TMS Entertainment
20807,30240,Prison School,2015,SUMMER,12,73,73,238838,5535,Comedy|Ecchi,MANGA,J.C.STAFF
20814,25859,Re-Kan!,2015,SPRING,13,63,64,14735,99,Comedy|Supernatural,MANGA,Studio Signpost
20815,25867,The Rolling Girls,2015,WINTER,12,64,64,26817,230,Action|Adventure|Sci-Fi,ORIGINAL,WIT STUDIO
20819,25879,Wagnaria!!3,2015,SUMMER,13,78,78,50803,677,Comedy|Romance|Slice of Life,MANGA,A-1 Pictures
20820,25939,Magical Girl Lyrical Nanoha ViVid,2015,SPRING,12,64,65,8749,99,Action|Adventure|Mahou Shoujo|Sports,MANGA,A-1 Pictures
20827,26165,Yurikuma Arashi,2015,WINTER,12,68,68,33032,527,Drama|Fantasy|Mahou Shoujo|Psychological|Romance,ORIGINAL,SILVER LINK.
20829,26243,Seraph of the End: Vampire Reign,2015,SPRING,12,73,73,317208,8442,Action|Drama|Fantasy|Mystery|Supernatural,MANGA,WIT STUDIO
20832,29803,Overlord,2015,SUMMER,13,77,77,388310,14236,Action|Adventure|Fantasy,LIGHT_NOVEL,MADHOUSE
20839,26443,Triage X,2015,SPRING,10,58,58,39515,492,Action|Drama|Ecchi,MANGA,Xebec
20840,26441,Maria the Virgin Witch,2015,WINTER,12,69,69,34993,258,Comedy|Fantasy|Romance,MANGA,Production I.G
20843,27441,Show By Rock!!,2015,SPRING,12,66,67,26185,329,Comedy|Fantasy|Music,VIDEO_GAME,bones
20845,27525,Fate/kaleid liner Prisma☆Illya 2wei! Herz!,2015,SUMMER,10,69,69,38264,353,Action|Comedy|Ecchi|Fantasy|Mahou Shoujo,MANGA,SILVER LINK.
20848,27629,Tantei Kageki Milky Holmes TD,2015,WINTER,12,64,65,3395,26,Comedy|Mystery,OTHER,J.C.STAFF
20849,27631,God Eater,2015,SUMMER,13,69,69,111268,1773,Action|Sci-Fi,VIDEO_GAME,ufotable
20850,27899,Tokyo Ghoul √A,2015,WINTER,12,67,67,393971,6706,Action|Drama|Horror|Mystery|Psychological|Supernatural,MANGA,Studio Pierrot
20853,27655,ALDNOAH.ZERO Season 2,2015,WINTER,12,65,65,62774,776,Action|Mecha|Sci-Fi,ORIGINAL,A-1 Pictures
20854,27663,Baby Steps 2,2015,SPRING,25,78,78,17925,248,Romance|Sports,MANGA,Studio Pierrot
20868,27741,SHONEN HOLLYWOOD -HOLLY STAGE FOR 50-,2015,WINTER,13,60,62,1600,15,Music|Slice of Life,LIGHT_NOVEL,ZEXCS
20872,27775,Plastic Memories,2015,SPRING,13,77,77,250030,7512,Drama|Romance|Sci-Fi|Slice of Life,ORIGINAL,Doga Kobo
20876,27787,Nisekoi:,2015,SPRING,12,71,71,161309,2203,Comedy|Romance|Slice of Life,MANGA,Shaft
20877,27727,Cute High Earth Defense Club LOVE!,2015,WINTER,12,63,63,17579,227,Comedy|Mahou Shoujo|Sci-Fi|Slice of Life,ORIGINAL,diomedéa
20879,27831,Durarara!! X2 The Second Arc,2015,SUMMER,12,78,78,86471,880,Action|Mystery|Supernatural,LIGHT_NOVEL,Shuka
20881,27829,Heavy Object,2015,FALL,24,68,68,36155,417,Action|Comedy|Mecha|Sci-Fi,LIGHT_NOVEL,J.C.STAFF
20906,27947,Lupin the 3rd Part IV,2015,SUMMER,24,77,77,18173,370,Action|Adventure|Comedy,MANGA,Telecom Animation Film
20910,29786,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,2015,SUMMER,12,69,69,199462,3285,Comedy|Ecchi,LIGHT_NOVEL,J.C.STAFF
20912,27989,Sound! Euphonium,2015,SPRING,13,80,80,147247,5200,Drama|Music|Slice of Life,OTHER,Kyoto Animation
20913,27991,K: RETURN OF KINGS,2015,FALL,13,73,73,64325,800,Action|Supernatural,ORIGINAL,GoHands
20920,28121,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,SPRING,13,73,73,383032,9721,Action|Adventure|Comedy|Fantasy|Romance,LIGHT_NOVEL,J.C.STAFF
20922,28155,Yatterman Night,2015,WINTER,12,62,62,9165,59,Action|Adventure|Comedy|Sci-Fi,ORIGINAL,Tatsunoko Production
20923,28171,Food Wars!,2015,SPRING,24,78,78,392185,11665,Comedy|Ecchi,MANGA,J.C.STAFF
20930,28221,Etotama,2015,SPRING,12,65,65,19379,136,Action|Comedy|Fantasy,MANGA,Shirogumi
20931,28223,Death Parade,2015,WINTER,12,80,80,454073,15439,Drama|Mystery|Psychological|Supernatural|Thriller,ORIGINAL,MADHOUSE
20935,28249,The Heroic Legend of Arslan,2015,SPRING,25,73,73,73634,1022,Action|Adventure|Drama|Fantasy,MANGA,LIDENFILMS
20944,28283,Samurai Warriors,2015,WINTER,12,58,58,4781,40,Action,VIDEO_GAME,Tezuka Productions
20946,28297,My Love Story!!,2015,SPRING,24,77,77,152239,3493,Comedy|Romance,MANGA,MADHOUSE
20951,28387,Castle Town Dandelion,2015,SUMMER,12,69,69,44890,450,Comedy|Slice of Life,MANGA,Production IMS
20953,28423,Rin-ne,2015,SPRING,25,65,65,18083,171,Comedy|Romance|Supernatural,MANGA,Brain's Base
20955,28497,Rokka -Braves of the Six Flowers-,2015,SUMMER,12,70,70,130420,1881,Action|Adventure|Fantasy|Mystery,LIGHT_NOVEL,Passione
20964,28617,PUNCH LINE,2015,SPRING,12,66,66,58705,594,Comedy|Ecchi|Sci-Fi|Supernatural,ORIGINAL,MAPPA
20966,28677,Yamada and the Seven Witches,2015,SPRING,12,73,73,183904,3165,Comedy|Mystery|Romance|Supernatural,MANGA,LIDENFILMS
20979,28791,Gunslinger Stratos,2015,SPRING,12,54,54,15446,105,Action|Sci-Fi,VIDEO_GAME,A-1 Pictures
20983,28817,Mikagura School Suite,2015,SPRING,12,63,63,21654,193,Action|Comedy|Fantasy,LIGHT_NOVEL,Doga Kobo
20985,,PriPara 2nd Season,2015,SPRING,51,77,80,2344,117,Comedy|Music|Slice of Life,VIDEO_GAME,Tatsunoko Production
20987,28825,Himouto! Umaru-chan,2015,SUMMER,12,68,68,167726,2958,Comedy|Slice of Life,MANGA,Doga Kobo
20988,28835,Tesagure! 3,2015,SPRING,12,64,66,1743,17,Comedy|Slice of Life,ORIGINAL,
20991,28883,Aria the Scarlet Ammo AA,2015,FALL,12,59,59,23065,194,Action|Adventure|Comedy,MANGA,Doga Kobo
20992,28891,HAIKYU!! 2nd Season,2015,FALL,25,86,86,387378,13521,Comedy|Drama|Sports,MANGA,Production I.G
20993,28927,Seraph of the End: Battle in Nagoya,2015,FALL,12,75,75,191921,3644,Action|Drama|Fantasy|Supernatural,MANGA,WIT STUDIO
20994,28907,Gate,2015,SUMMER,12,74,74,190125,4608,Action|Adventure|Fantasy,LIGHT_NOVEL,A-1 Pictures
20995,28979,To Love Ru Darkness 2,2015,SUMMER,12,71,71,57966,896,Comedy|Ecchi|Romance|Sci-Fi,MANGA,Xebec
20996,28977,Gintama Season 3,2015,SPRING,51,90,90,116507,6605,Action|Comedy|Drama|Sci-Fi,MANGA,Bandai Namco Pictures
20997,28999,Charlotte,2015,SUMMER,13,75,75,417447,15111,Comedy|Drama|Romance|Sci-Fi|Supernatural,ORIGINAL,P.A.WORKS
21001,28669,Go! Princess Precure,2015,WINTER,50,78,79,8430,427,Action|Fantasy|Mahou Shoujo,ORIGINAL,Toei Animation
21004,28869,Mysterious Joker Season 2,2015,SPRING,13,70,72,1869,27,Adventure|Mystery,MANGA,Shin-Ei Animation
21006,29095,The Eden of Grisaia,2015,SPRING,10,75,75,88127,1487,Action|Drama|Ecchi|Romance,VISUAL_NOVEL,8-bit
21009,29163,Seiyu's Life!,2015,SUMMER,13,68,68,17132,110,Comedy|Drama|Slice of Life,OTHER,GONZO
21018,29589,Ultimate Otaku Teacher,2015,SPRING,24,63,63,34142,323,Comedy|Romance,MANGA,A-1 Pictures
21020,27737,Battle Spirits: Burning Soul,2015,SPRING,51,60,63,1239,21,Action,OTHER,Bandai Namco Pictures
21024,29687,Duel Masters VSR,2015,SPRING,51,60,65,660,3,Action|Adventure|Comedy,OTHER,Ascension
21028,29722,Sushi and Beyond,2015,SPRING,24,50,54,545,4,Comedy|Slice of Life,OTHER,Fanworks
21033,29785,"Actually, I Am",2015,SUMMER,13,65,65,65134,714,Comedy|Fantasy|Romance,MANGA,TMS Entertainment
21034,29787,Is the Order a Rabbit?? Season 2,2015,FALL,12,76,76,37178,601,Slice of Life,MANGA,WHITE FOX
21038,29854,Ushio and Tora (TV),2015,SUMMER,26,73,73,46235,733,Action|Adventure|Comedy|Drama|Supernatural,MANGA,MAPPA
21045,29976,Dance with Devils,2015,FALL,12,57,57,26540,348,Romance|Supernatural,ORIGINAL,Brain's Base
21055,30091,Chaos Dragon,2015,SUMMER,12,49,49,24429,195,Action|Fantasy|Supernatural,OTHER,SILVER LINK.
21056,29325,Ghost in the Shell Arise: Alternative Architecture,2015,SPRING,10,68,68,10060,75,Action|Mecha|Psychological|Sci-Fi,OTHER,Production I.G
21058,30123,Snow White with the Red Hair,2015,SUMMER,12,77,77,175733,5333,Drama|Fantasy|Romance,MANGA,bones
21066,30187,Beautiful Bones -Sakurako's Investigation-,2015,FALL,12,71,71,52603,683,Mystery,LIGHT_NOVEL,TROYCA
21078,30205,Aoharu x Machinegun,2015,SUMMER,12,67,67,43290,626,Action|Comedy|Slice of Life|Sports,MANGA,Brain's Base
21085,30230,Ace of the Diamond Second Season,2015,SPRING,51,82,83,31826,933,Sports,MANGA,Production I.G
21086,30251,Venus Project -Climax-,2015,SUMMER,6,46,47,2331,10,Action|Music,VIDEO_GAME,Nomad
21087,30276,One-Punch Man,2015,FALL,12,83,83,743079,31835,Action|Comedy|Sci-Fi|Supernatural,MANGA,MADHOUSE
21088,30279,YuruYuri Season 3,2015,FALL,12,78,78,33746,539,Comedy|Slice of Life,MANGA,TYO Animations
21092,30296,Chivalry of a Failed Knight,2015,FALL,12,72,72,234925,6088,Action|Ecchi|Fantasy|Romance,LIGHT_NOVEL,SILVER LINK.
21093,30307,Monster Musume: Everyday Life With Monster Girls,2015,SUMMER,12,66,66,165479,2808,Comedy|Ecchi|Fantasy|Romance,MANGA,Lerche
21094,30344,THE IDOLM@STER CINDERELLA GIRLS,2015,SUMMER,12,72,72,12926,134,Comedy|Music|Slice of Life,VIDEO_GAME,A-1 Pictures
21110,30363,The Testament of Sister New Devil BURST,2015,FALL,10,65,65,87192,982,Action|Ecchi|Fantasy|Romance,LIGHT_NOVEL,Production IMS
21112,30383,Classroom☆Crisis,2015,SUMMER,13,65,66,28944,220,Comedy|Romance|Sci-Fi,ORIGINAL,Lay-duce
21115,30382,Aquarion Logos,2015,SUMMER,26,54,54,6113,65,Action|Fantasy|Mecha|Sci-Fi,ORIGINAL,Satelight
21116,30385,Valkyrie Drive: Mermaid,2015,FALL,12,55,55,38477,426,Action|Ecchi|Fantasy|Romance|Sci-Fi,ORIGINAL,ARMS
21118,30375,STARMYU,2015,FALL,12,64,64,9236,127,Comedy|Music|Slice of Life,ORIGINAL,C-Station
21128,30503,Noragami Aragoto,2015,FALL,13,80,80,303798,7229,Action|Adventure|Comedy|Supernatural,MANGA,bones
21131,30544,The Asterisk War,2015,FALL,12,65,65,151779,2093,Action|Comedy|Ecchi|Fantasy|Romance|Sci-Fi,LIGHT_NOVEL,A-1 Pictures
21134,30030,Jewelpet Magical Change,2015,SPRING,39,64,68,1193,18,Fantasy|Mahou Shoujo,ORIGINAL,Studio DEEN
21157,30039,Future Card Buddyfight Hundred,2015,SPRING,50,65,66,1957,30,Action|Sci-Fi,OTHER,Xebec
21175,30694,Dragon Ball Super,2015,SUMMER,131,73,73,209880,7147,Action|Adventure|Comedy|Fantasy|Sci-Fi,MANGA,Toei Animation
21187,30740,Young Black Jack,2015,FALL,12,68,68,19224,158,Drama,MANGA,Tezuka Productions
21189,28619,Rampo Kitan: Game of Laplace,2015,SUMMER,11,61,61,28345,226,Drama|Mystery|Psychological,ORIGINAL,Lerche
21190,28621,The Perfect Insider,2015,FALL,11,69,69,42277,410,Drama|Mystery|Psychological|Sci-Fi|Thriller,OTHER,A-1 Pictures
21218,30901,Utawarerumono The False Faces,2015,FALL,25,70,71,25005,301,Action|Drama|Fantasy|Sci-Fi,VISUAL_NOVEL,WHITE FOX
21229,30649,Shin Atashinchi,2015,FALL,26,60,62,1149,17,Comedy,MANGA,
21232,31018,Hokuto no Ken: Ichigo Aji,2015,FALL,12,53,55,1202,11,Comedy,MANGA,
21237,31044,Kamisama Minarai: Himitsu no Cocotama,2015,FALL,139,59,63,1563,30,Fantasy|Slice of Life,ORIGINAL,OLM
21249,31147,Concrete Revolutio,2015,FALL,13,64,64,26846,203,Action|Drama|Fantasy|Mystery|Sci-Fi|Supernatural,ORIGINAL,bones
21261,31174,Mr. Osomatsu,2015,FALL,25,75,76,40701,1164,Comedy|Slice of Life,ORIGINAL,Studio Pierrot
21262,31181,Owarimonogatari,2015,FALL,12,85,85,127227,3302,Drama|Mystery|Psychological|Supernatural,LIGHT_NOVEL,Shaft
21268,31251,Mobile Suit GUNDAM Iron Blooded Orphans,2015,FALL,25,78,78,66396,2035,Action|Drama|Mecha|Sci-Fi,ORIGINAL,Sunrise
21275,31318,Comet Lucifer,2015,FALL,12,54,54,22818,108,Action|Adventure|Fantasy|Mecha,ORIGINAL,8-bit
21277,28537,Garo: Crimson Moon,2015,FALL,23,54,54,7418,46,Action|Fantasy|Supernatural,OTHER,MAPPA
21281,31374,Attack on Titan: Junior High,2015,FALL,12,70,70,68794,920,Comedy|Fantasy|Slice of Life,MANGA,Production I.G
21286,31227,The File of Young Kindaichi Returns 2,2015,FALL,22,72,74,2835,36,Mystery,MANGA,Toei Animation
21287,30549,Fafner Exodus 2,2015,FALL,13,74,75,4447,84,Drama|Mecha|Sci-Fi,ORIGINAL,Xebec Zwei
21307,,Aikatsu! 4,2015,FALL,26,76,78,2717,92,Music,VIDEO_GAME,Sunrise
21342,31573,Brave Beats,2015,FALL,22,62,64,1579,20,Action|Adventure|Music,ORIGINAL,Bandai Namco Pictures
21345,31196,Cardfight!! Vanguard G GIRS Crisis,2015,FALL,26,65,66,3207,29,Action|Adventure|Fantasy,ORIGINAL,TMS Entertainment
21347,31549,Peeping Life TV Season 1??,2015,FALL,12,48,50,993,2,Comedy|Slice of Life,ORIGINAL,CoMix Wave
21356,31592,Pokémon the Series: XYZ,2015,FALL,47,77,77,40656,1230,Action|Adventure|Comedy|Fantasy,VIDEO_GAME,OLM
181642,30232,Tamagotchi! Tama Tomo Daishuu Go,2015,SPRING,26,,55,78,1,Comedy|Fantasy,VIDEO_GAME,OLM
20454,32866,Brave Witches,2016,FALL,12,65,65,15445,125,Action|Ecchi|Sci-Fi,ORIGINAL,SILVER LINK.
20643,31452,Norn9,2016,WINTER,12,60,60,18544,239,Drama|Romance|Sci-Fi,VISUAL_NOVEL,Kinema Citrus
20680,28013,Macross Delta,2016,SPRING,26,70,70,24016,470,Action|Mecha|Music|Romance|Sci-Fi,ORIGINAL,Satelight
20880,27833,Durarara!! X2 The Third Arc,2016,WINTER,12,79,79,78588,932,Action|Mystery|Supernatural,LIGHT_NOVEL,Shuka
20950,33037,TSUKIUTA. The Animation,2016,SUMMER,13,62,63,6817,95,Music,OTHER,Studio Pierrot
20972,28735,Showa Genroku Rakugo Shinju,2016,WINTER,13,84,84,80789,2830,Drama,MANGA,Studio DEEN
21031,29758,Taboo Tattoo,2016,SUMMER,12,53,53,64707,490,Action|Comedy|Ecchi,MANGA,J.C.STAFF
21051,30016,NANBAKA,2016,FALL,13,71,71,85829,1857,Action|Comedy|Drama,MANGA,Satelight
21123,31339,DRIFTERS,2016,FALL,12,75,75,129410,2569,Action|Adventure|Comedy|Fantasy,MANGA,Hoods Entertainment
21170,30654,Assassination Classroom Second Season,2016,WINTER,25,83,83,357932,11942,Action|Comedy|Drama|Supernatural,MANGA,Lerche
21171,30652,Long Riders!,2016,FALL,12,63,63,9255,70,Comedy|Slice of Life|Sports,MANGA,Actas
21177,31680,SUPER LOVERS,2016,SPRING,10,61,61,29197,576,Comedy|Drama|Romance|Slice of Life,MANGA,Studio DEEN
21188,30749,Undefeated Bahamut Chronicle,2016,WINTER,12,62,62,95610,1271,Action|Ecchi|Fantasy|Mecha|Romance|Supernatural,LIGHT_NOVEL,Lerche
21196,28623,Kabaneri of the Iron Fortress,2016,SPRING,12,70,70,189253,3065,Action|Drama|Fantasy|Horror|Supernatural,ORIGINAL,WIT STUDIO
21197,30795,Bakuon!!,2016,SPRING,12,62,62,18863,143,Comedy|Ecchi|Slice of Life|Sports,MANGA,TMS Entertainment
21201,30806,Schwarzes Marken,2016,WINTER,12,62,63,26036,242,Action|Mecha|Psychological|Sci-Fi,LIGHT_NOVEL,LIDENFILMS
21202,30831,KONOSUBA -God's blessing on this wonderful world!,2016,WINTER,10,79,79,498462,23001,Adventure|Comedy|Ecchi|Fantasy,LIGHT_NOVEL,Studio DEEN
21213,30895,Haruchika - Haruta & Chika,2016,WINTER,12,59,59,23341,125,Music|Mystery|Romance|Slice of Life,OTHER,P.A.WORKS
21221,30911,Tales of Zestiria the X,2016,SUMMER,13,69,69,72111,754,Action|Adventure|Fantasy,VIDEO_GAME,ufotable
21234,31043,ERASED,2016,WINTER,12,81,81,585289,26189,Drama|Mystery|Psychological|Supernatural|Thriller,MANGA,A-1 Pictures
21236,31049,Beyblade Burst,2016,SPRING,51,66,66,11334,283,Action|Sci-Fi|Sports,OTHER,OLM
21238,31080,Anne-Happy,2016,SPRING,12,66,66,21854,197,Comedy|Slice of Life,MANGA,SILVER LINK.
21241,31098,Ushio and Tora 2 (TV),2016,SPRING,13,77,77,25135,377,Action|Adventure|Comedy|Supernatural,MANGA,MAPPA
21242,31109,First Love Monster,2016,SUMMER,12,48,48,22966,164,Comedy|Romance,MANGA,Studio DEEN
21250,31157,ClassicaLoid,2016,FALL,25,56,56,7423,45,Comedy|Music,ORIGINAL,Sunrise
21256,31163,Dimension W,2016,WINTER,12,68,68,63571,531,Action|Sci-Fi,MANGA,Studio 3Hz
21258,31173,Snow White with the Red Hair Season 2,2016,WINTER,12,79,79,86141,1820,Drama|Fantasy|Romance,MANGA,bones
21260,31178,Utano☆Princesama Legend Star,2016,FALL,13,67,68,7376,137,Comedy|Drama|Music|Romance,VISUAL_NOVEL,A-1 Pictures
21264,31223,Phantasy Star Online 2 The Animation,2016,WINTER,12,58,58,15951,132,Action|Sci-Fi,VIDEO_GAME,Telecom Animation Film
21269,31229,SERVAMP,2016,SUMMER,12,65,66,67693,1043,Action|Supernatural,MANGA,Brain's Base
21284,31376,Flying Witch,2016,SPRING,12,74,74,73186,1092,Slice of Life|Supernatural,MANGA,J.C.STAFF
21290,31404,And you thought there is never a girl online?,2016,SPRING,12,63,63,138504,1541,Comedy|Ecchi|Romance,LIGHT_NOVEL,project No.9
21291,31405,Joker Game,2016,SPRING,12,66,66,45258,398,Action|Drama|Mystery|Psychological|Thriller,OTHER,Production I.G
21293,31417,Cute High Earth Defense Club LOVE! LOVE!,2016,SUMMER,12,66,67,6836,84,Comedy|Mahou Shoujo|Slice of Life,ORIGINAL,Studio Comet
21300,31430,Terra Formars: Revenge,2016,SPRING,13,61,61,17853,143,Action|Horror|Sci-Fi,MANGA,LIDENFILMS
21306,31442,Myriad Colors Phantom World,2016,WINTER,13,65,65,134595,1415,Action|Ecchi|Slice of Life|Supernatural,LIGHT_NOVEL,Kyoto Animation
21311,31478,Bungo Stray Dogs,2016,SPRING,12,77,77,407478,16642,Action|Comedy|Mystery|Supernatural,MANGA,bones
21316,31500,High School Fleet,2016,SPRING,12,70,70,31267,543,Action|Comedy|Slice of Life,ORIGINAL,Production IMS
21319,28391,AOKANA: Four Rhythm Across the Blue,2016,WINTER,12,63,63,34695,383,Drama|Sci-Fi|Sports,VISUAL_NOVEL,GONZO
21321,32175,Shonen Maid,2016,SPRING,12,70,70,19733,288,Comedy|Slice of Life,MANGA,8-bit
21330,31559,Prince of Stride: Alternative,2016,WINTER,12,65,65,37984,437,Sports,VISUAL_NOVEL,MADHOUSE
21334,31564,"Three Leaves, Three Colors",2016,SPRING,12,69,69,18343,124,Comedy|Slice of Life,MANGA,Doga Kobo
21340,33003,Magical Girl Raising Project,2016,FALL,12,66,66,46698,602,Action|Fantasy|Horror|Mahou Shoujo|Psychological|Thriller,LIGHT_NOVEL,Lerche
21341,31580,AJIN: Demi-Human,2016,WINTER,13,71,71,119583,1699,Action|Horror|Mystery|Supernatural,MANGA,POLYGON PICTURES
21349,31588,All Out!!,2016,FALL,25,66,66,25342,255,Sports,MANGA,MADHOUSE
21355,31240,Re:ZERO -Starting Life in Another World-,2016,SPRING,25,81,81,591854,34558,Action|Adventure|Drama|Fantasy|Psychological|Romance|Thriller,LIGHT_NOVEL,WHITE FOX
21357,31610,Rin-ne 2,2016,SPRING,25,68,69,7454,59,Comedy|Romance|Supernatural,MANGA,Brain's Base
21360,31630,Ace Attorney,2016,SPRING,24,61,61,38759,432,Comedy|Drama|Mystery|Supernatural,VIDEO_GAME,A-1 Pictures
21362,31338,Hundred,2016,SPRING,12,59,59,81002,930,Action|Ecchi|Mecha|Sci-Fi,LIGHT_NOVEL,Production IMS
21363,31631,Monster Hunter Stories: Ride On,2016,FALL,75,53,54,3612,33,Fantasy,VIDEO_GAME,david production
21364,31637,Gate 2,2016,WINTER,12,75,75,121914,2124,Action|Adventure|Fantasy,LIGHT_NOVEL,A-1 Pictures
21365,31636,Dagashi Kashi,2016,WINTER,12,64,64,115251,1041,Comedy|Slice of Life,MANGA,feel.
21366,31646,March comes in like a lion,2016,FALL,22,83,83,208124,8554,Drama|Slice of Life,MANGA,Shaft
21378,31845,Hybrid x Heart Magias Academy Ataraxia,2016,SUMMER,12,56,56,68910,871,Action|Comedy|Ecchi|Fantasy|Romance|Sci-Fi,LIGHT_NOVEL,Production IMS
21379,31706,Fate/kaleid liner Prisma☆Illya 3rei!!,2016,SUMMER,12,73,73,36452,496,Action|Comedy|Ecchi|Fantasy|Mahou Shoujo,MANGA,SILVER LINK.
21380,31710,Divine Gate,2016,WINTER,12,50,50,35783,218,Action|Fantasy|Sci-Fi,VIDEO_GAME,Studio Pierrot
21382,31716,Rewrite,2016,SUMMER,13,62,62,48139,534,Drama|Mystery|Romance|Slice of Life|Supernatural,VISUAL_NOVEL,8-bit
21385,31722,The Seven Deadly Sins: Signs of A Holy War,2016,SUMMER,4,67,67,167273,1344,Action|Adventure|Comedy|Ecchi|Fantasy|Supernatural,MANGA,A-1 Pictures
21390,31737,The Asterisk War 2,2016,SPRING,12,67,67,101271,1135,Action|Comedy|Ecchi|Fantasy|Romance|Sci-Fi,LIGHT_NOVEL,A-1 Pictures
21394,31741,Magi: Adventure of Sinbad,2016,SPRING,13,77,77,115989,2114,Action|Adventure|Fantasy,MANGA,Lay-duce
21406,31771,Amanchu!,2016,SUMMER,12,71,71,27782,343,Comedy|Slice of Life,MANGA,J.C.STAFF
21410,31764,Alderamin on the Sky,2016,SUMMER,13,73,73,75455,1183,Action|Adventure|Drama|Fantasy,LIGHT_NOVEL,MADHOUSE
21417,31790,Active Raid,2016,WINTER,12,54,54,13488,74,Action|Mecha,ORIGINAL,Production IMS
21421,31798,Kiznaiver,2016,SPRING,12,72,72,197007,3973,Drama|Romance|Sci-Fi,ORIGINAL,TRIGGER
21423,31804,Kumamiko -Girl Meets Bear,2016,SPRING,12,59,59,20168,118,Comedy|Slice of Life,MANGA,Kinema Citrus
21424,31821,The Heroic Legend of Arslan: Dust Storm Dance,2016,SUMMER,8,72,72,28492,252,Action|Adventure|Fantasy,MANGA,LIDENFILMS
21427,31670,Mysterious Joker Season 3,2016,SPRING,13,67,69,1583,26,Action|Comedy|Mystery,MANGA,Shin-Ei Animation
21428,31859,Grimgar of Fantasy and Ash,2016,WINTER,12,74,74,176237,4264,Action|Adventure|Drama|Fantasy,LIGHT_NOVEL,A-1 Pictures
21439,32171,Ange Vierge,2016,SUMMER,12,55,55,15213,111,Adventure|Ecchi|Fantasy,VIDEO_GAME,SILVER LINK.
21440,31890,Nurse Witch KOMUGI R,2016,WINTER,12,56,57,4395,22,Comedy|Mahou Shoujo|Music,ORIGINAL,Tatsunoko Production
21444,31914,Girls Beyond the Wasteland,2016,WINTER,12,59,59,29211,198,Comedy|Romance|Slice of Life,VISUAL_NOVEL,project No.9
21445,31904,Big Order,2016,SPRING,10,48,48,53552,378,Action|Supernatural,MANGA,Asread
21450,31933,JoJo's Bizarre Adventure: Diamond is Unbreakable,2016,SPRING,39,84,84,304090,22973,Action|Adventure|Drama|Mystery|Supernatural,MANGA,david production
21455,31953,NEW GAME!,2016,SUMMER,12,74,74,118670,2267,Comedy|Slice of Life,MANGA,Doga Kobo
21457,31952,This Art Club Has a Problem!,2016,SUMMER,12,70,70,78510,794,Comedy|Romance,MANGA,feel.
21459,31964,My Hero Academia,2016,SPRING,13,77,77,843194,32957,Action|Adventure|Comedy,MANGA,bones
